,sd_values,mean_values,CV_values,Gene_Name,LeftEnd,Protein,Function,Description
b0949,0.648180897,9.497825173999999,0.068245191,uup,1009964,replication regulatory ABC-F family DNA-binding ATPase,"Factor; DNA - replication, repair, restriction/modification",DNA-binding ATPase involved in replication; cytosolic; ABC-F family protein
b0950,0.574003233,8.787089525,0.06532347599999999,pqiA,1012001,"paraquat-inducible, SoxRS-regulated inner membrane protein",Phenotype; Not classified,"Paraquat-inducible, SoxRS-regulated inner membrane protein; RpoS regulon; function unknown"
b0951,0.6829099820000001,8.886158991,0.076850975,pqiB,1013259,"paraquat-inducible, SoxRS-regulated MCE domain protein",Phenotype; Not classified,"Paraquat-inducible, SoxRS-regulated MCE domain protein; RpoS regulon; predicted N-terminal membrane anchor; C-terminal DASH_Duo1-related domain; function unknown"
b0952,0.47902533799999997,9.061614808,0.052863132,pqiC,1014896,DUF330 family putative lipoprotein,Null,Paraquat-inducible DUF330 family predicted lipoprotein; SoxRS-regulated; RpoS regulon; function unknown
b0953,1.971385596,11.44542246,0.17224227399999997,rmf,1015715,ribosome modulation factor,Factor; Ribosomes - maturation and modification,Ribosome Modulation Factor RMF; binds 70S ribosome dimers to form 100S; occurs in stationary phase
b0954,1.209303049,10.30944753,0.11730047099999999,fabA,1015952,beta-hydroxydecanoyl thioester dehydrase,Enzyme; Fatty acid and phosphatidic acid biosynthesis,3R-3-hydroxydecanoyl acyl carrier protein (ACP) dehydratase; also called beta-hydroxydecanoylthioester dehydrase
b0955,0.52900405,9.77293874,0.054129475999999996,ycbZ,1016539,putative peptidase,Putative enzyme; Not classified,S16 peptidase family protein
b0956,0.571208513,9.42826284,0.060584704,matP,1018485,Ter macrodomain organizer matS-binding protein,"Factor; DNA - replication, repair, restriction/modification",Ter macrodomain organizer matS-binding protein
b0957,0.88332019,13.14059733,0.06722070299999999,ompA,1019013,outer membrane protein A (3a;II*;G;d),Membrane; Outer membrane constituents,"Outer membrane protein A; Outer membrane porin A; T-even phage receptor; weak porin; homodimer, abundant cell surface protein"
b0958,1.037785736,9.989524279,0.103887403,sulA,1020410,SOS cell division inhibitor,Phenotype; Cell division,Inhibits cell division and ftsZ ring formation; lexA regulon
b0959,0.452513879,8.99442753,0.05031047,sxy,1021138,CRP-S-dependent promoter expression factor,Null,Required for expression of CRP-S-dependent promoters
b0960,0.823209193,8.59808447,0.095743325,yccS,1021730,"putative transporter, FUSC superfamily inner membrane protein",Null,"Putative transporter, FUSC superfamily inner membrane protein, tandem domains"
b0961,0.589764398,8.882462804,0.066396495,yccF,1023902,DUF307 family inner membrane protein,Null,DUF307 family inner membrane protein
b0962,0.35922170299999995,9.590249776,0.03745697,helD,1024471,DNA helicase IV,"Enzyme; DNA - replication, repair, restriction/modification",ATP-dependent DNA Helicase IV
b0963,0.7956229229999999,10.66191309,0.074622905,mgsA,1026557,methylglyoxal synthase,"Enzyme; Central intermediary metabolism: Pool, multipurpose conversions",Methylglyoxal synthase
b0964,0.630177451,8.612433027,0.073170665,yccT,1027111,UPF0319 family protein,Null,UPF0319 family protein
b0965,0.7144625790000001,9.621062067999999,0.074260261,yccU,1027946,putative CoA-binding protein,Null,Oleic-acid induced protein
b0966,0.997523175,10.99348218,0.09073769,hspQ,1028404,heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein,Null,Heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein; mutation suppresses some dnaA(Ts)
b0967,0.621809481,9.580844333,0.06490132400000001,rlmI,1028779,"23S rRNA m(5)C1962 methyltransferase, SAM-dependent",Enzyme; rRNA modification,"23S rRNA m(5)C1962 methyltransferase, SAM-dependent"
b0968,0.602061644,9.540756817,0.063104181,yccX,1030064,weak acylphosphatase,Null,"Acylphosphatase, weak activity"
b0969,0.596016065,9.222219055,0.06462827,tusE,1030339,mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase,Orf; Not classified,mnm(5)-s(2)U34-tRNA 2-thiolation step sulfurtransferase; binding partner linking TusBCD to MnmA; may transfer sulfur first to MnmA or directly to tRNA
b0970,0.8091902759999999,11.12044608,0.072765991,yccA,1030759,"Modulator of FtsH protease, inner membrane protein",Putative transport; Not classified,"Modulator of FtsH protease, inner membrane protein; mutant YccA stabilizes SecY(Ts), suppression requires HflKC; BAX Inhibitor-1 family protein"
b0971,,,,serT,1031625,Null,Null,Serine tRNA(UGA) 1
b0972,1.119563556,8.989299639,0.124544025,hyaA,1032139,"hydrogenase 1, small subunit","Enzyme; Energy metabolism, carbon: Aerobic respiration","Hydrogenase-1 small subunit, periplasmic"
b0973,1.117439762,8.826265356,0.12660391599999998,hyaB,1033254,"hydrogenase 1, large subunit","Enzyme; Energy metabolism, carbon: Aerobic respiration","Hydrogenase-1 large subunit, periplasmic"
b0974,0.9802671709999999,8.492553151000001,0.115426675,hyaC,1035066,"hydrogenase 1, b-type cytochrome subunit","Putative enzyme; Energy metabolism, carbon: Aerobic respiration",Hydrogenase 1 b-type cytochrome subunit
b0975,1.056456603,8.513495781,0.124091986,hyaD,1035770,hydrogenase 1 maturation protease,"Factor; Energy metabolism, carbon: Aerobic respiration",Hydrogenase 1 maturation protease
b0976,0.9745307559999999,8.218336251,0.118580054,hyaE,1036354,putative HyaA chaperone,"Factor; Energy metabolism, carbon: Aerobic respiration",Probable HyaA chaperone
b0977,0.92252312,7.972071183,0.11571937800000001,hyaF,1036749,hydrogenase-1 protein nickel incorporation factor ,"Phenotype; Energy metabolism, carbon: Aerobic respiration",Nickel incorporation into hydrogenase 1 subunits
b0978,0.979503668,9.22752789,0.106150171,cbdA,1037740,"cytochrome bd-II oxidase, subunit I","Putative enzyme; Energy metabolism, carbon: Electron transport",Cytochrome bd-II oxidase subunit 1
b0979,0.82529172,8.52488989,0.096809663,cbdB,1039296,"cytochrome bd-II oxidase, subunit II","Putative enzyme; Energy metabolism, carbon: Electron transport",Cytochrome bd-II oxidase subunit 2
b0980,0.711858078,8.647096817000001,0.082323362,appA,1040617,phosphoanhydride phosphorylase,"Enzyme; Central intermediary metabolism: Pool, multipurpose conversions","Acid phosphatase, pH 2.5, exopolyphosphatase; phytase"
b0981,0.464002034,8.782664635,0.052831578,etk,1042030,"tyrosine-protein kinase, role in O-antigen capsule formation",Null,"Tyrosine-protein kinase, required for O-antigen capsule formation; autokinase; polymyxin resistance"
b0982,0.6148211570000001,8.731119977,0.070417215,etp,1044230,O-antigen capsule forming protein-tyrosine-phosphatase; Etk-P dephosphorylase,Enzyme; Not classified,"Protein-tyrosine-phosphatase, required for O-antigen capsule formation; dephosphorylates Etk-P"
b0983,0.569770004,8.654123342,0.06583798099999999,gfcE,1044664,putative O-antigen capsule outer membrane auxillary protein export channel,Transport; Not classified,Probable OMA family export channel; required to make O-antigen capsule; outer membrane auxillary lipoprotein
b0984,0.532362687,7.841053087000001,0.067894284,gfcD,1045849,putative O-antigen capsule production periplasmic protein,Null,Predicted periplasmic protein; required to make O-antigen capsule
b0985,0.909047597,8.113770507,0.11203762699999999,gfcC,1047945,putative O-antigen capsule production periplasmic protein,Null,Predicted periplasmic protein; required to make O-antigen capsule
b0986,0.7069878479999999,8.345787151,0.08471194300000001,gfcB,1048688,O-antigen capsule production lipoprotein,Putative regulator; Not classified,Lipoprotein required to make O-antigen capsule; predicted outer membrane location
b0987,0.974711839,9.383674232999999,0.10387315400000001,gfcA,1049439,O-antigen capsule production threonine-rich inner membrane protein,Null,Threonine-rich inner membrane protein; required to make O-antigen capsule
b0988,,,,insB4,1050027,IS1 transposase B,"IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related",IS1 transposase B
b0989,1.068472471,8.066232817000001,0.132462389,cspH,1050963,"stress protein, member of the CspA-family",Phenotype; Not classified,"Cold shock protein homolog, not cold-inducible"
b0990,1.5643985809999998,9.286212151,0.16846466100000002,cspG,1051461,"cold shock protein homolog, cold-inducible",Phenotype; Not classified,Cold shock protein G
b0991,1.042160961,7.0198465070000005,0.148459223,ymcE,1051847,cold shock gene,Phenotype; Not classified,"Cold shock gene, function unknown; mistakenly thought to be sfa, which is the adjacent gene, now called gnsA"
b0992,0.533029192,7.789905826,0.068425627,yccM,1052289,putative 4Fe-4S membrane protein,Null,Putative polyferredoxin
b0993,0.514790392,8.00647237,0.06429678,torS,1053434,hybrid sensory histidine kinase in two-component regulatory system with TorR,"Enzyme; Energy metabolism, carbon: Anaerobic respiration",Sensor kinase for torCAD operon
b0994,0.5425848839999999,8.39159868,0.064658107,torT,1056261,periplasmic sensory protein associated with the TorRS two-component regulatory system,"Regulator; Energy metabolism, carbon: Anaerobic respiration",Periplasmic TMAO binding protein; required for ToSrR response to TMAO
b0995,0.43684280700000006,8.902323872,0.049070649,torR,1057262,response regulator in two-component regulatory system with TorS,"Regulator; Energy metabolism, carbon: Anaerobic respiration",Response regulator for torCAD operon
b0996,0.631154356,8.072002626,0.07819055400000001,torC,1058084,"trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration",c-Type cytochrome
b0997,0.8376050140000001,8.859730962999999,0.09454068300000001,torA,1059256,"trimethylamine N-oxide (TMAO) reductase I, catalytic subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration",Molybdoprotein trimethylamine N-oxide reductase
b0998,0.588351866,8.092990196,0.072698947,torD,1061799,TorA-maturation chaperone,"Enzyme; Energy metabolism, carbon: Anaerobic respiration",Redox enzyme maturation protein (REMP) for TorA; cytoplasmic chaperone for TorA activation; GTPase; protects TorA TAT signal peptide from degradation
b0999,0.659238487,9.197901301,0.071672707,cbpM,1062550,modulator of CbpA co-chaperone,Null,Modulator of CbpA co-chaperone activity
b1000,1.0348307540000001,10.11867694,0.10226937400000001,cbpA,1062855,DnaK co-chaperone; curved DNA-binding protein,Factor; Chaperones,"DnaK co-chaperone, binds curved DNA"
b1001,1.209844642,7.553930703,0.16016094,yccE,1064036,PRK09784 family protein,Null,PRK09784 family protein
b1002,1.030762487,9.578280562,0.10761456400000001,agp,1065585,glucose-1-phosphatase/inositol phosphatase,"Enzyme; Central intermediary metabolism: Pool, multipurpose conversions","Periplasmic glucose-1-phosphatase, acidic; has inositol phosphatase activity"
b1003,1.327657991,10.01486126,0.132568785,yccJ,1066864,uncharacterized protein,Null,Uncharacterized protein
b1004,1.464471211,10.72343322,0.13656738300000001,wrbA,1067112,NAD(P)H:quinone oxidoreductase,Enzyme; Not classified,"NAD(P)H:quinone oxidoreductase, type IV NQO; may protect against oxidative stress; dimeric, binds one FMN per monomer"
b1006,0.6958627940000001,8.389383553,0.082945641,rutG,1068511,pyrimidine permease,Transport; Pyrimidine nitrogen catabolism,Pyrimidine permease; pyrimidine nitrogen catabolism; required for efficient utilization of uracil and thymine
b1007,0.955223675,8.429036169,0.113325374,rutF,1069860,flavin:NADH reductase,Enzyme; Pyrimidine nitrogen catabolism, Flavin:NADH reductase; required for the regeneration of FMN for RutA in vivo
b1008,0.98571186,8.318119023,0.118501774,rutE,1070365,putative malonic semialdehyde reductase,Enzyme; Pyrimidine nitrogen catabolism,"Putative malonic semialdehyde reductase; pyrimidine nitrogen catabolism; reduces toxic malonic semaldehyde, which is required for pyrimidine nitrogen degradation in vivo but not in vitro"
b1009,1.052735848,8.175627484,0.128765144,rutD,1070965,putative reactive intermediate detoxifying aminoacrylate hydrolase,Enzyme; Pyrimidine nitrogen catabolism,Putative aminoacrylate hydrolase; reactive intermediate detoxification; required for pyrimidine nitrogen degradation in vivo but not in vitro
b1010,0.960491703,9.388588142,0.102304168,rutC,1071773,"putative aminoacrylate deaminase, reactive intermediate detoxification; weak enamine/imine deaminase activity",Enzyme; Pyrimidine nitrogen catabolism,Putative aminoacrylate deaminase; trimeric; weak enamine/imine deaminase activity; reactive intermediate detoxification; required for pyrimidine nitrogen degradation in vivo but not in vitro
b1011,1.246246208,8.486794388,0.14684534,rutB,1072171,ureidoacrylate amidohydrolase,Enzyme; Pyrimidine nitrogen catabolism,Ureidoacrylate amidohydrolase; pyrimidine nitrogen catabolism
b1012,1.061228083,8.515827037000001,0.124618323,rutA,1072863,"pyrimidine oxygenase, FMN-dependent",Enzyme; Pyrimidine nitrogen catabolism,"Pyrimidine oxygenase, FMN-dependent; pyrimidine nitrogen catabolism; requires RutF to regenerate FMN in vivo"
b1013,0.44222882,8.871404361,0.049848795,rutR,1074242,rut operon transcriptional repressor for ,Regulator; Pyrimidine nitrogen catabolism,Repressor for rut operon; pyrimidine nitrogen catabolism
b1014,0.803643375,9.760424041,0.082336932,putA,1074920,fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase,Enzyme; Degradation of small molecules: Amino acids,Proline dehydrogenase and repressor for the putAP divergon
b1015,0.99701873,9.404348772,0.106016775,putP,1079305,proline:sodium symporter,Transport; Transport of small molecules: Cations,"Proline/Na+, Li+ symport protein; also transports propionate (Reed, 2006)"
b1018,0.875207308,9.271146539,0.09440119400000001,efeO,1082243,inactive ferrous ion transporter EfeUOB,Null,Inactive acid-inducible low-pH ferrous ion transporter EfeUOB; acid-inducible periplasmic protein
b1019,0.674070912,9.055911799,0.07443435,efeB,1083376,"deferrrochelatase, periplasmic",Null,"Deferrrochelatase, periplasmic; inactive acid inducible low-pH ferrous ion transporter EfeUOB; periplasmic acid peroxidase; heme cofactor"
b1020,1.354537635,8.722967868,0.15528403400000002,phoH,1084992,ATP-binding protein; putative PhoH family P-loop ATPase,Regulator; Central intermediary metabolism: Phosphorus compounds,Phosphate starvation-inducible ATP-binding protein; predicted PhoH family P-loop ATPase; function unknown
b1021,0.577109578,7.9843144839999995,0.072280417,pgaD,1086106,"biofilm PGA synthase PgaCD, regulatory subunit; c-di-GMP-stimulated activity and dimerization",Enzyme; Surface polysaccharides and antigens,"Biofilm PGA synthase PgaCD, regulatory subunit; c-di-GMP-stimulated activity and dimerization"
